Categorie;Subcategorie;Merk;Titel;Van-Prijs;Prijs;Levertijd;Omschrijving;Verzendkosten;EAN;Artikelcodefabrikant;Winkelproductcode
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Koziol;Koziol PI:P Peper- & Zout Set met Boom - Brown;;50.70;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Dit PI:P peper- & zout setje van Koziol is bijna een decoratiestuk op tafel!;0;4,00294E+12;3108578;83388
Belevenissen;Fijnproevers;Nationale Geschenkbon;Kadobon: Leiden 4 pers. culinair rondvaartarrangement;;330.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Vanaf 4 personen door de Leidse grachten, genieten van een voortreffelijk diner;0;0;culinair bootarrangement 4 pers;84176
Wijnen;Wijn accessoires;Menu;Menu Cool Decanteerkaraf incl. Koelstaaf - 1 L;65.00;50.99;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Met deze stoere Cool decanteerkaraf van Menu kunt u witte wijn decanteren. Tegelijkertijd wordt de wijn heerlijk koel gehouden door de handige koelstaaf!;0;5,70926E+12;4680089;85764
Producten;;Gefu;Gefu Kookboekhouder;31.99;24.99;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Het goed kunnen aflezen van recepten is essentieel tijdens het koken!;1.95;4,00666E+12;15850;85836
Origineel kado;Koken / Tafelen;Gefu;Gefu Pasta Droogrek;36.99;16.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Hiermee kunt u uw eigen gemaakte pasta laten drogen zodat deze ook later nog gegeten kan worden!;1.95;4,00666E+12;28360;85840
Origineel kado;Koken / Tafelen;Birkmann;Birkmann Springvorm Hartje;;17.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Een springvorm in de vorm van een hartje!;1.95;4,02688E+12;312159;85861
Leuke kado's;Kerst;Royal VKB;Royal VKB Tijdschriftenhouder 35,7 cm - Black;39.95;36.90;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Met de tijdschriftenhouder van Royal VKB houd je al je tijdschriften en kranten overzichtelijk bij elkaar.;3.95;8,7107E+12;VL140.AGR;85985
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Royal VKB;Royal VKB Waxinelichthouder Mood Flame 9,2 cm - Fuchsia;17.99;14.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;De Mood Flame waxinelichthouder van Royal VKB is een echte sfeermaker die geschikt is voor binnen en buiten.;1.95;8,7107E+12;VC301.FCH;85996
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Mustard;Mustard Ovenwant - Cool Cactus;;14.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze coole cactus is ovenwant en decoratieve plant in één!;1.95;5,06011E+12;M13004;117272
Kinderland;Unieke Kussens;Areaware;Areaware Fauna Cushion Kussen - Border Collie;;45.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Fleur uw interieur op met een vrolijk Fauna dierenkussen van Areaware!;3.95;7,0839E+11;SFMPDBC2;117406
Leuke kado's;Moederdag;Areaware;Areaware Fauna Cushion Kussen - Zebra;;25.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Fleur uw interieur op met een vrolijk Fauna dierenkussen van Areaware!;1.95;7,0839E+11;SFBPZ1;117439
Verjaardagskado-Verjaardagscadeau;Kado voor haar;pt, (present time);pt, Timeless Multi Fotolijst - 22 x 22 cm;;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Ga voor tijdloos en stijlvol met de Timeless multi fotolijst van pt,.;1.95;8,7143E+12;PT2619;118314
Producten;;pt, (present time);pt, Native Vaas 24 cm - Zand/Neon Roze;22.50;15.75;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Geef je woonkamer een boost met deze stoere vaas uit de Native serie van pt,.;1.95;8,7143E+12;PT2662PI;118330
Producten;;pt, (present time);pt, Pied de Poule Deken 150 x 180 cm - Jeans Blauw/Wit;29.95;20.96;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Een deken is niet alleen heerlijk op koude dagen, maar ook perfect ter verrijking van je interieur.;1.95;8,7143E+12;PT2669BL;118335
Koffie & Thee;Bodum Cafetiere;Bodum;Bodum Chambord 3 Kops Cafetière Koper - 0,35 L;;34.90;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Met deze prachtige Chambord cafetière van Bodum maakt u heerlijke koffie op traditionele wijze!;3.95;6,99965E+11;1923-18;118603
Verjaardagskado-Verjaardagscadeau;Verjaardag;Silverlit;Silverlit I/R Bell Helicopter - Wit/Rood;34.95;29.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Voel je een echte piloot met deze op afstand bestuurbare 3-kanaals Bell Helicopter van Silverlit!;1.95;4,89181E+12;SL85913-Witrood;118769
Verjaardagskado-Verjaardagscadeau;Verjaardag;Silverlit;Silverlit R/C 3-kanaals Outdoor Eurocopter - Blauw;;84.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Met deze Silverlit radiografisch bestuurbare Eurocopter ben jij de piloot van de grootste outdoor helikopter!;0;4,89181E+12;SL84636-Blauw;118771
Verjaardagskado-Verjaardagscadeau;Verjaardag;Silverlit;Silverlit Afstandbestuurbare Helikopter Sniper - Zilver;;39.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Silverlit Helikopter met 6 raketten om echt te schieten!;3.95;0;SL84514 Zilver;118785
Leuke kado's;Valentijn;Umbra;Umbra Hangit Fotokoord;;25.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Al uw vrienden- en familiefoto's aan de muur met het Hangit fotokoord van Umbra.;1.95;28295433198;315000-390;119622
Producten;;House Doctor;House Doctor Deep Schaal Set van 2 - Groen;26.95;18.86;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Fruit of decoratieve items komen super goed tot hun recht in de Deep schalen van House Doctor.;1.95;5,70764E+12;Ph0175;120155
Origineel kado;Koken / Tafelen;Eva Solo;Eva Solo Citruspers;19.95;14.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze handige citruspers van Eva Solo is dankzij zijn formaat bijzonder handig in gebruik!;1.95;5,70663E+12;567613;120204
Verjaardagskado-Verjaardagscadeau;Kado voor haar;DOIY;DOIY Bloempot Robot - Blauw;;16.50;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze opvallende robot bloempot van DOIY voelt zich helemaal thuis in de keuken op een plankje, in het toilet of op de kinderkamer!;1.95;8,43701E+12;DYPLANBBL;120595
Leuke kado's;Kerst;Abel Design;Abel Design Diver USB Lampje - Wit;;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Met dit leuke Diver USB lampje van Abel Design maak je jouw bureau extra sfeervol en gezellig!;1.95;8,80928E+12;AB-130801;112131
Kadotips voor;50e Abraham;Remember;Remember Kartonnen Poef - Wijnkrat;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze kartonnen poef van Remember is decoratief en multifunctioneel: te gebruiken als krukje, nachtkastje, bijzettafeltje of poef!;1.95;4,26003E+12;RE-PH34;112180
Producten;;House in Style;House in Style Cambridge Plaid 130 x 240 cm - Antraciet;159.00;119.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Gebreid met een stoer tintje… dat is het Cambridge plaid van House in Style.;0;8,71866E+12;261975;112672
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Emile Henry;Emile Henry Urban Colors Hart Taartvorm - Framboise;;29.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Maak de lekkerste taarten met liefde met deze mooie hartvormige taartvorm uit de Urban Colors collectie van Emile Henry.;1.95;3,28931E+12;6177-42;113213
Verjaardagskado-Verjaardagscadeau;Kado voor hem;Balvi;Balvi Click Fotohouder 13 x 18 cm - 4 foto's;24.95;29.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Hey dat is toevallig! Uit deze Click fotohouder komen uw favoriete foto's rollen!;1.95;8,43031E+12;24924;113238
Leuke kado's;Leuke Deurmatten;Balvi;Balvi Deurmat 45 x 70 cm - Best Coffee;;22.50;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Kijk maar uit want met deze leuke Best Coffee deurmat voor de deur wordt de deur plat gelopen!;1.95;8,43031E+12;25661;113265
Verjaardagskado-Verjaardagscadeau;Kado voor hem;Balvi;Balvi Scotch Whisky Opbergbox - Hout;;97.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;In deze stoere houten Scotch opbergbox bewaar je al je whisky netjes en in stijl.;0;8,43031E+12;25676;113269
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Ariadne at Home;ariadne at Home Vloerkleed 120 x 180 cm - Taupe;;69.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Een mooi vloerkleed voor uw interieur van ariadne at Home!;12.5;8,7188E+12;101742;113347
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Ariadne at Home;ariadne at Home Kandelaar 35 cm/43,5 cm - Set van 2;;34.90;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Uw landelijke interieur is pas compleet met deze sierlijke kandelaars van ariadne at Home.;3.95;8,7188E+12;101745;113350
Origineel kado;50+ euro cadeaus;Food & Fun;Infrarette Grill - Grijs;;139.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Met de Infrarette grill kunt u zonder olie of boter bakken. Dit maakt de Infrarette een gezonde keuze!;0;7,35003E+12;IG-107370;113390
Leuke kado's;Vaderdag;Bialetti;Bialetti Tutto Crema Melkopschuimer;29.95;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Maak koffie met een heerlijke schuimlaag met deze Tutto Crema melkopschuimer van Bialetti.;1.95;8,00636E+12;BTC010;113583
Leuke kado's;Valentijn;La Finesse;La Finesse Tekstbord Canvas Hout 70 x 50 cm - The Best Things;;43.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Voeg sfeer toe aan uw woonruimte met een canvasdoek uit de La Finesse collectie.;3.95;;em3342;114028
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Kikkerland;Kikkerland Houten Kandelaar - Set van 2;;34.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Romantisch dineren bij kaarslicht met deze handgemaakte houten kandelaars van Kikkerland!;3.95;6,12615E+11;VO1S;114043
Verjaardagskado-Verjaardagscadeau;Unieke Kussens;Kikkerland;Kikkerland Hoofdkussen Boomstam - Berk;;17.50;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Met dit kussen van Kikkerland haal je de natuur in huis!;1.95;6,12615E+11;TT22;114049
Leuke kado's;Moederdag;Monica Richards;Monica Richards Deurstop - Chester the Pig;39.95;34.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze leuke Chester the Pig deurstop van Monica Richards is een vrolijke deurstop die functioneel, maar ook decoratief is!;3.95;1,25455E+12;MR-DS.PI;121146
Verjaardagskado-Verjaardagscadeau;Kado voor hem;La Chaise Longue;La Chaise Longue Radio 60's - Hout;;59.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Retro mag weer! Luister daarom voortaan muziek met deze stoere jaren 60 radio van La Chaise Longue.;0;3,66017E+12;31-C1-088WF;121524
Verjaardagskado-Verjaardagscadeau;Kado voor haar;La Chaise Longue;La Chaise Longue Radio 60's - Ivoor;;59.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Retro mag weer! Luister daarom voortaan muziek met deze stoere jaren 60 radio van La Chaise Longue.;0;3,66017E+12;31-C1-088I;121525
Verjaardagskado voor Baby;Verjaardag;KEK Amsterdam;KEK Amsterdam Puppies Muursticker - Dalmatiër ;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Kan het schattiger? Deze prachtige Dalmatiër sticker van KEK Amsterdam is een absolute musthave voor iedere kinderkamer.;1.95;8,71875E+12;MS-533;121558
Producten;;Madam Stoltz;Madam Stoltz Keukenschort 70 x 90 cm - Zwart;27.50;19.25;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Vlekken in je favoriete kledingstuk zijn vanaf nu verleden tijd met dit fraaie Madam Stoltz keukenschort.;1.95;;11APR026B;121631
Producten;;Madam Stoltz;Madam Stoltz Kandelaar Huis Grijs - 23 cm;23.95;16.76;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Creëer een huiselijke setting met deze prachtige Madam Stoltz kandelaar.;1.95;;CBN-03G;121963
Verjaardagskado voor Baby;Meisje;Zilverstad;Zilverstad Lief! Spaarpot - Zilver;;29.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;'Jong geleerd, is oud gedaan': Leer sparen met de Lief! spaarpot van Zilverstad.;1.95;8,71187E+12;6865261;122109
Producten;;Kikkerland;Kikkerland Solar - Pope;;22.50;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Je hebt altijd gezelschap met deze solar Pope van Kikkerland die naar je zal zwaaien.;1.95;6,12615E+11;1607;122114
Leuke kado's;Spaarpot;Kikkerland;Kikkerland Spaarpot - Einstein;;15.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze Einstein spaarpot van Kikkerland bewaart al je geld op een veilige plaats.;1.95;6,12615E+11;PB22;122121
Verjaardagskado-Verjaardagscadeau;Kado voor hem;Kikkerland;Kikkerland Rockin Saladebestek;;16.25;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Met het Rockin saladebestek van Kikkerland presenteer je de salade op een leuke en originele manier.;1.95;6,12615E+11;CU64;122125
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Gift Republic;Gift Republic Grow It Kweekset - Cactusplant;;15.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Kweek je eigen cactusplant met deze Grow It geschenkdoos van Gift Republic!;1.95;5,06013E+12;GR200003;122347
Verjaardagskado-Verjaardagscadeau;Kado voor hem;Neo;Neo Neomi Speaker - Neon Blue;;49.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Je ideale douche maatje: de Neo Neomi Speaker!;3.95;7,48252E+11;PRO197;122455
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Leonardo;Leonardo Colosseo Vaas Beige - 26 cm;;29.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Verrijk je interieur met deze prachtige Colosseo vaas van Leonardo.;1.95;4,00254E+12;41009;122825
Origineel kado;Wooncadeaus;Tindra;Tindra Home Vaas Omslag Cylinder - Set van 3;;15.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;In huis kun je van alles versieren. Waarom niet je vaas? Met deze set Tindra vaas omslagen maak je je vazen echte blikvangers!;1.95;8,71872E+12;22-jan;123508
Leuke kado's;Moederdag;Kikkerland;Kikkerland Verzilverde Wijnstopper - Hert;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Als je niet in één teug je fles wijn leeg wilt drinken, is het natuurlijk oersaai om gewoon de kurk er weer in proberen te wrikken. Gebruik liever een mooie wijnstopper van Kikkerland, die ook nog eens handig in gebruik is!;1.95;6,12615E+11;BA57DR;126766
Leuke kado's;Moederdag;Kikkerland;Kikkerland Heupfles - Kompas;;14.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Wil je wat drinken meenemen, maar heb je geen zin in plastic flesjes die slecht zijn voor het milieu en veel ruimte in beslag nemen in je tas? Kies voor deze stijlvolle heupfles van Kikkerland!;1.95;6,12615E+11;BA31-S;126790
Kinderland;Knuffels;Anne-Claire Petit;Anne-Claire Petit Knuffel Tekkel - Donkergrijs met streepjes;;28.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;De tekkel van Anne-Claire Petit is op zoek naar een baasje. Ben jij dat?;1.95;126908;300-09-218;126908
Kinderland;Knuffels;Anne-Claire Petit;Anne-Claire Petit Knuffel Vos - Multikleurig;;40.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze vrolijke vos van Anne-Claire Petit is een hippe knuffel voor een trendy kindje!;3.95;126912;300-042-100;126912
Kinderland;Knuffels;Anne-Claire Petit;Anne-Claire Petit Knuffel Aap - Multikleurig;;40.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Leuke streken uithalen doe je voortaan met dit aapje van Anne-Claire Petit!;3.95;126915;300-093-100;126915
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Anne-Claire Petit;Anne-Claire Petit Speelgoed Grote Bloemen - Wit;;113.00;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Met de speelgoedbloemen van Anne-Claire Petit heb je het hele jaar de zomer in huis!;0;126929;305-011-016;126929
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Timbergram;Timbergram Houten Poster 29,7x42 cm - Star;;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Een compliment geven is een kleine moeite, maar een groot gebaar met deze houten Star poster van Timbergram! De Timbergram posters zijn uniek en goed voor het milieu.;1.95;127176;STAR big;127176
Producten;;A Little Lovely Company;A Little Lovely Company Slinger DIY Kwastjes - Pastel;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Geef je feestje of evenement een uniek tintje met deze A Little Lovely Company DIY slinger met kwastjes!;1.95;8,71903E+12;TGGE004;127290
Verjaardagskado-Verjaardagscadeau;Verjaardagskado voor Meisje;3DLightFX;3DLightFX Lamp 3D - Dora;;39.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Voor de Dora liefhebber heeft 3DLightFX deze prachtige lamp gemaakt. De 3DLightFX Dora 3D lamp staat zeker leuk in de kinderkamer!;3.95;8,16734E+11;3556;127341
Verjaardagskado-Verjaardagscadeau;Verjaardagskado voor Jongen;3DLightFX;3DLightFX Lamp 3D Ninja Turtles - Raphael;;39.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Voor de fans van de Teenage Mutant Ninja Turtles is er nu de 3DLightFX Ninja Turtles Raphael 3D lamp.;3.95;8,16733E+11;3300;127347
Verjaardagskado-Verjaardagscadeau;Verjaardagskado voor Man;;Sloffen Magnetron Hot Boots Laarzen - Wit;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Hou je voeten warm met deze handige witte Magnetron Hot Boots sloffen.;1.95;8,71818E+12;01716.WT;127348
Producten;;Graham & Brown;Graham & Brown Tekstbord - Happiness Typo;;41.99;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Creëer een stoere wand met het Happiness Typo tekstbord van het merk Graham & Brown.;3.95;5,01158E+12;41-526;127382
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Disney;Disney T-Shirt Minnie Mouse Grey - Dames;;24.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Minnie Mouse is bekend bij jong en oud, want deze lieve muis is altijd vrolijk! Eerst in het blad, nu op een shirt: Minnie is populair en tijdloos!;1.95;0;0;128152
Verjaardagskado-Verjaardagscadeau;Verjaardagskado voor Meisje;Donkey Products;Donkey Products Stilletto's Memory - Walking Class Heroes;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Walking Class Heroes' van Donkey Products is hét memoryspel voor alle shoe-a-holics onder ons! Ben jij de ultieme fashionista?;1.95;4,26027E+12;300200;128350
Verjaardagskado-Verjaardagscadeau;Kado voor hem;J-me;J-me Kapstokhaak - Wit;;19.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze stoere kapstokhaak van J-me dient als kapstok, maar biedt tegelijkertijd plaats aan belangrijke spullen als je zonnebril, je horloge of je sleutels!;1.95;5,06011E+12;JMEARC-WHT;120598
Verjaardagskado voor Baby;Meisje;Warmies;Warmies Magnetronknuffel POP! - Beer;;19.99;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Deze Warmies magnetronknuffel is niet alleen erg schattig, maar biedt ook warmte of verkoeling.;1.95;4,2601E+12;10069636;120641
Verjaardagskado-Verjaardagscadeau;Kado voor haar;Balvi;Balvi Quack! Douche Radio;;18.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Maak van het douchen een feestje met de Quack! doucheradio van Balvi.;1.95;8,43031E+12;25752;120770
Producten;Spaarpot;Invotis;Invotis Spaarpot - Skull;;14.95;op werkdagen voor 22.00 uur besteld, volgende dag in huis;Zorg met deze Skull spaarpot van Invotis ervoor dat niemand aan jouw geld komt!;1.95;8,7181E+12;1641;120853
